------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
EnvLogger version, 2.4
EnvLogger Viewer version, 1.16
downloading device type, iphone
device, Laser Revolution
downloading mode, manual
------------------------------,--------------------
serial number, 04BB FA00 CD56 0D
custom name, SHe4fiddle
temperature, degrees Celsius
time zone, UTC+0000
sampling resolution, 0.1
samples, 4809
time diff [logger-smartphone](sec), 92
lat, 22.317291
long, 114.228048
accuracy (m), 65.0
------------------------------,--------------------
time,temp
2021-08-19 03:49:06,35.6
2021-08-19 04:04:06,38.3
2021-08-19 04:19:06,39.3
2021-08-19 04:34:06,42.1
2021-08-19 04:49:06,42.3
2021-08-19 05:04:06,39.1
2021-08-19 05:19:06,36.0
2021-08-19 05:34:06,34.0
2021-08-19 05:49:06,34.2
2021-08-19 06:04:06,34.5
2021-08-19 06:19:06,32.7
2021-08-19 06:34:06,34.4
2021-08-19 06:49:06,39.1
2021-08-19 07:04:06,38.2
2021-08-19 07:19:06,39.0
2021-08-19 07:34:06,36.5
2021-08-19 07:49:06,36.8
2021-08-19 08:04:06,35.6
2021-08-19 08:19:06,38.9
2021-08-19 08:34:06,36.4
2021-08-19 08:49:06,35.6
2021-08-19 09:04:06,33.6
2021-08-19 09:19:06,31.7
2021-08-19 09:34:06,31.0
2021-08-19 09:49:06,30.7
2021-08-19 10:04:06,30.5
2021-08-19 10:19:06,30.3
2021-08-19 10:34:06,29.7
2021-08-19 10:49:06,28.8
2021-08-19 11:04:06,28.2
2021-08-19 11:19:06,27.7
2021-08-19 11:34:06,27.3
2021-08-19 11:49:06,27.0
2021-08-19 12:04:06,26.7
2021-08-19 12:19:06,26.6
2021-08-19 12:34:06,26.2
2021-08-19 12:49:06,26.1
2021-08-19 13:04:06,26.0
2021-08-19 13:19:06,26.0
2021-08-19 13:34:06,25.7
2021-08-19 13:49:06,25.6
2021-08-19 14:04:06,25.6
2021-08-19 14:19:06,25.4
2021-08-19 14:34:06,25.4
2021-08-19 14:49:06,25.3
2021-08-19 15:04:06,25.2
2021-08-19 15:19:06,25.2
2021-08-19 15:34:06,25.1
2021-08-19 15:49:06,25.1
2021-08-19 16:04:06,25.0
2021-08-19 16:19:06,25.0
2021-08-19 16:34:06,25.1
2021-08-19 16:49:06,25.0
2021-08-19 17:04:06,25.0
2021-08-19 17:19:06,24.9
2021-08-19 17:34:06,25.1
2021-08-19 17:49:06,25.0
2021-08-19 18:04:06,25.0
2021-08-19 18:19:06,24.8
2021-08-19 18:34:06,25.0
2021-08-19 18:49:06,24.9
2021-08-19 19:04:06,24.8
2021-08-19 19:19:06,24.8
2021-08-19 19:34:06,25.0
2021-08-19 19:49:06,24.7
2021-08-19 20:04:06,25.1
2021-08-19 20:19:06,27.0
2021-08-19 20:34:06,27.1
2021-08-19 20:49:06,27.2
2021-08-19 21:04:06,27.3
2021-08-19 21:19:06,27.5
2021-08-19 21:34:06,27.5
2021-08-19 21:49:06,27.6
2021-08-19 22:04:06,27.6
2021-08-19 22:19:06,27.7
2021-08-19 22:34:06,27.7
2021-08-19 22:49:06,27.8
2021-08-19 23:04:06,27.7
2021-08-19 23:19:06,27.5
2021-08-19 23:34:06,27.7
2021-08-19 23:49:06,27.6
2021-08-20 00:04:06,27.5
2021-08-20 00:19:06,27.6
2021-08-20 00:34:06,27.6
2021-08-20 00:49:06,28.5
2021-08-20 01:04:06,29.8
2021-08-20 01:19:06,33.4
2021-08-20 01:34:06,36.0
2021-08-20 01:49:06,39.1
2021-08-20 02:04:06,40.2
2021-08-20 02:19:06,39.5
2021-08-20 02:34:06,40.4
2021-08-20 02:49:06,40.9
2021-08-20 03:04:06,40.5
2021-08-20 03:19:06,41.7
2021-08-20 03:34:06,41.5
2021-08-20 03:49:06,41.7
2021-08-20 04:04:06,40.9
2021-08-20 04:19:06,40.7
2021-08-20 04:34:06,39.7
2021-08-20 04:49:06,40.6
2021-08-20 05:04:06,40.1
2021-08-20 05:19:06,39.7
2021-08-20 05:34:06,39.8
2021-08-20 05:49:06,39.5
2021-08-20 06:04:06,39.6
2021-08-20 06:19:06,39.1
2021-08-20 06:34:06,39.9
2021-08-20 06:49:06,39.7
2021-08-20 07:04:06,39.4
2021-08-20 07:19:06,39.7
2021-08-20 07:34:06,38.8
2021-08-20 07:49:06,38.2
2021-08-20 08:04:06,38.6
2021-08-20 08:19:06,37.9
2021-08-20 08:34:06,37.9
2021-08-20 08:49:06,37.4
2021-08-20 09:04:06,35.4
2021-08-20 09:19:06,33.4
2021-08-20 09:34:06,31.5
2021-08-20 09:49:06,30.7
2021-08-20 10:04:06,30.5
2021-08-20 10:19:06,30.1
2021-08-20 10:34:06,29.6
2021-08-20 10:49:06,28.8
2021-08-20 11:04:06,28.2
2021-08-20 11:19:06,27.9
2021-08-20 11:34:06,27.5
2021-08-20 11:49:06,27.3
2021-08-20 12:04:06,27.0
2021-08-20 12:19:06,26.8
2021-08-20 12:34:06,26.7
2021-08-20 12:49:06,26.5
2021-08-20 13:04:06,26.3
2021-08-20 13:19:06,26.5
2021-08-20 13:34:06,26.4
2021-08-20 13:49:06,26.3
2021-08-20 14:04:06,26.6
2021-08-20 14:19:06,26.3
2021-08-20 14:34:06,26.2
2021-08-20 14:49:06,26.2
2021-08-20 15:04:06,26.1
2021-08-20 15:19:06,25.9
2021-08-20 15:34:06,26.2
2021-08-20 15:49:06,26.1
2021-08-20 16:04:06,26.3
2021-08-20 16:19:06,26.3
2021-08-20 16:34:06,26.3
2021-08-20 16:49:06,26.2
2021-08-20 17:04:06,26.0
2021-08-20 17:19:06,25.9
2021-08-20 17:34:06,25.8
2021-08-20 17:49:06,25.6
2021-08-20 18:04:06,25.6
2021-08-20 18:19:06,25.7
2021-08-20 18:34:06,25.9
2021-08-20 18:49:06,25.8
2021-08-20 19:04:06,25.7
2021-08-20 19:19:06,25.6
2021-08-20 19:34:06,25.5
2021-08-20 19:49:06,25.5
2021-08-20 20:04:06,25.3
2021-08-20 20:19:06,25.4
2021-08-20 20:34:06,25.4
2021-08-20 20:49:06,25.3
2021-08-20 21:04:06,25.5
2021-08-20 21:19:06,27.1
2021-08-20 21:34:06,27.5
2021-08-20 21:49:06,27.7
2021-08-20 22:04:06,27.7
2021-08-20 22:19:06,27.9
2021-08-20 22:34:06,27.8
2021-08-20 22:49:06,27.8
2021-08-20 23:04:06,28.0
2021-08-20 23:19:06,28.0
2021-08-20 23:34:06,28.0
2021-08-20 23:49:06,27.9
2021-08-21 00:04:06,28.2
2021-08-21 00:19:06,28.2
2021-08-21 00:34:06,28.4
2021-08-21 00:49:06,28.3
2021-08-21 01:04:06,28.9
2021-08-21 01:19:06,28.9
2021-08-21 01:34:06,29.1
2021-08-21 01:49:06,30.0
2021-08-21 02:04:06,30.8
2021-08-21 02:19:06,33.8
2021-08-21 02:34:06,38.1
2021-08-21 02:49:06,40.3
2021-08-21 03:04:06,40.0
2021-08-21 03:19:06,40.4
2021-08-21 03:34:06,39.5
2021-08-21 03:49:06,39.3
2021-08-21 04:04:06,39.8
2021-08-21 04:19:06,39.6
2021-08-21 04:34:06,39.6
2021-08-21 04:49:06,39.1
2021-08-21 05:04:06,40.9
2021-08-21 05:19:06,40.6
2021-08-21 05:34:06,40.4
2021-08-21 05:49:06,40.3
2021-08-21 06:04:06,40.1
2021-08-21 06:19:06,40.1
2021-08-21 06:34:06,40.4
2021-08-21 06:49:06,40.3
2021-08-21 07:04:06,40.2
2021-08-21 07:19:06,38.3
2021-08-21 07:34:06,39.5
2021-08-21 07:49:06,36.6
2021-08-21 08:04:06,36.5
2021-08-21 08:19:06,37.4
2021-08-21 08:34:06,37.9
2021-08-21 08:49:06,35.3
2021-08-21 09:04:06,33.8
2021-08-21 09:19:06,32.5
2021-08-21 09:34:06,31.9
2021-08-21 09:49:06,31.8
2021-08-21 10:04:06,31.4
2021-08-21 10:19:06,30.5
2021-08-21 10:34:06,29.9
2021-08-21 10:49:06,29.3
2021-08-21 11:04:06,28.7
2021-08-21 11:19:06,28.2
2021-08-21 11:34:06,28.1
2021-08-21 11:49:06,27.8
2021-08-21 12:04:06,27.5
2021-08-21 12:19:06,27.2
2021-08-21 12:34:06,27.1
2021-08-21 12:49:06,26.9
2021-08-21 13:04:06,26.7
2021-08-21 13:19:06,26.5
2021-08-21 13:34:06,26.5
2021-08-21 13:49:06,26.3
2021-08-21 14:04:06,26.2
2021-08-21 14:19:06,26.0
2021-08-21 14:34:06,26.1
2021-08-21 14:49:06,26.0
2021-08-21 15:04:06,26.0
2021-08-21 15:19:06,26.1
2021-08-21 15:34:06,26.2
2021-08-21 15:49:06,26.1
2021-08-21 16:04:06,26.1
2021-08-21 16:19:06,26.2
2021-08-21 16:34:06,26.4
2021-08-21 16:49:06,26.4
2021-08-21 17:04:06,26.3
2021-08-21 17:19:06,26.3
2021-08-21 17:34:06,26.4
2021-08-21 17:49:06,26.3
2021-08-21 18:04:06,26.3
2021-08-21 18:19:06,26.3
2021-08-21 18:34:06,26.3
2021-08-21 18:49:06,26.3
2021-08-21 19:04:06,26.1
2021-08-21 19:19:06,26.1
2021-08-21 19:34:06,26.1
2021-08-21 19:49:06,25.9
2021-08-21 20:04:06,25.9
2021-08-21 20:19:06,25.8
2021-08-21 20:34:06,25.5
2021-08-21 20:49:06,25.6
2021-08-21 21:04:06,26.0
2021-08-21 21:19:06,25.9
2021-08-21 21:34:06,25.8
2021-08-21 21:49:06,25.7
2021-08-21 22:04:06,26.1
2021-08-21 22:19:06,27.5
2021-08-21 22:34:06,27.9
2021-08-21 22:49:06,28.0
2021-08-21 23:04:06,28.1
2021-08-21 23:19:06,28.2
2021-08-21 23:34:06,28.3
2021-08-21 23:49:06,28.4
2021-08-22 00:04:06,28.4
2021-08-22 00:19:06,28.6
2021-08-22 00:34:06,28.6
2021-08-22 00:49:06,29.1
2021-08-22 01:04:06,29.3
2021-08-22 01:19:06,28.8
2021-08-22 01:34:06,29.4
2021-08-22 01:49:06,29.5
2021-08-22 02:04:06,29.3
2021-08-22 02:19:06,29.8
2021-08-22 02:34:06,29.9
2021-08-22 02:49:06,30.5
2021-08-22 03:04:06,32.7
2021-08-22 03:19:06,33.8
2021-08-22 03:34:06,39.4
2021-08-22 03:49:06,41.1
2021-08-22 04:04:06,39.3
2021-08-22 04:19:06,39.4
2021-08-22 04:34:06,39.4
2021-08-22 04:49:06,39.4
2021-08-22 05:04:06,39.5
2021-08-22 05:19:06,39.4
2021-08-22 05:34:06,38.5
2021-08-22 05:49:06,38.4
2021-08-22 06:04:06,38.0
2021-08-22 06:19:06,38.4
2021-08-22 06:34:06,38.2
2021-08-22 06:49:06,38.1
2021-08-22 07:04:06,37.5
2021-08-22 07:19:06,37.3
2021-08-22 07:34:06,38.4
2021-08-22 07:49:06,37.8
2021-08-22 08:04:06,38.2
2021-08-22 08:19:06,38.4
2021-08-22 08:34:06,38.1
2021-08-22 08:49:06,37.3
2021-08-22 09:04:06,36.0
2021-08-22 09:19:06,32.7
2021-08-22 09:34:06,31.5
2021-08-22 09:49:06,30.8
2021-08-22 10:04:06,30.2
2021-08-22 10:19:06,30.0
2021-08-22 10:34:06,29.5
2021-08-22 10:49:06,28.7
2021-08-22 11:04:06,28.2
2021-08-22 11:19:06,27.7
2021-08-22 11:34:06,27.4
2021-08-22 11:49:06,27.1
2021-08-22 12:04:06,26.9
2021-08-22 12:19:06,26.7
2021-08-22 12:34:06,26.6
2021-08-22 12:49:06,26.3
2021-08-22 13:04:06,26.1
2021-08-22 13:19:06,26.1
2021-08-22 13:34:06,26.1
2021-08-22 13:49:06,25.9
2021-08-22 14:04:06,25.8
2021-08-22 14:19:06,25.9
2021-08-22 14:34:06,25.8
2021-08-22 14:49:06,25.9
2021-08-22 15:04:06,25.8
2021-08-22 15:19:06,26.0
2021-08-22 15:34:06,26.0
2021-08-22 15:49:06,26.1
2021-08-22 16:04:06,25.9
2021-08-22 16:19:06,25.9
2021-08-22 16:34:06,25.6
2021-08-22 16:49:06,25.8
2021-08-22 17:04:06,26.0
2021-08-22 17:19:06,25.8
2021-08-22 17:34:06,25.7
2021-08-22 17:49:06,25.7
2021-08-22 18:04:06,25.8
2021-08-22 18:19:06,25.6
2021-08-22 18:34:06,25.7
2021-08-22 18:49:06,25.8
2021-08-22 19:04:06,26.1
2021-08-22 19:19:06,26.0
2021-08-22 19:34:06,25.8
2021-08-22 19:49:06,25.8
2021-08-22 20:04:06,25.8
2021-08-22 20:19:06,25.8
2021-08-22 20:34:06,25.6
2021-08-22 20:49:06,25.6
2021-08-22 21:04:06,25.5
2021-08-22 21:19:06,25.4
2021-08-22 21:34:06,25.3
2021-08-22 21:49:06,25.2
2021-08-22 22:04:06,25.2
2021-08-22 22:19:06,25.2
2021-08-22 22:34:06,25.5
2021-08-22 22:49:06,26.9
2021-08-22 23:04:06,27.0
2021-08-22 23:19:06,27.1
2021-08-22 23:34:06,27.3
2021-08-22 23:49:06,27.5
2021-08-23 00:04:06,27.9
2021-08-23 00:19:06,27.8
2021-08-23 00:34:06,28.2
2021-08-23 00:49:06,28.6
2021-08-23 01:04:06,28.8
2021-08-23 01:19:06,29.1
2021-08-23 01:34:06,29.4
2021-08-23 01:49:06,29.4
2021-08-23 02:04:06,29.3
2021-08-23 02:19:06,28.9
2021-08-23 02:34:06,29.2
2021-08-23 02:49:06,29.6
2021-08-23 03:04:06,29.9
2021-08-23 03:19:06,29.3
2021-08-23 03:34:06,29.9
2021-08-23 03:49:06,28.9
2021-08-23 04:04:06,29.1
2021-08-23 04:19:06,33.4
2021-08-23 04:34:06,37.6
2021-08-23 04:49:06,38.7
2021-08-23 05:04:06,39.3
2021-08-23 05:19:06,39.6
2021-08-23 05:34:06,40.2
2021-08-23 05:49:06,40.7
2021-08-23 06:04:06,41.9
2021-08-23 06:19:06,41.7
2021-08-23 06:34:06,41.0
2021-08-23 06:49:06,39.9
2021-08-23 07:04:06,38.2
2021-08-23 07:19:06,38.4
2021-08-23 07:34:06,37.8
2021-08-23 07:49:06,37.9
2021-08-23 08:04:06,36.9
2021-08-23 08:19:06,39.3
2021-08-23 08:34:06,37.7
2021-08-23 08:49:06,37.0
2021-08-23 09:04:06,36.1
2021-08-23 09:19:06,32.1
2021-08-23 09:34:06,31.5
2021-08-23 09:49:06,30.8
2021-08-23 10:04:06,30.5
2021-08-23 10:19:06,30.0
2021-08-23 10:34:06,29.3
2021-08-23 10:49:06,28.7
2021-08-23 11:04:06,28.1
2021-08-23 11:19:06,27.9
2021-08-23 11:34:06,27.8
2021-08-23 11:49:06,27.8
2021-08-23 12:04:06,27.6
2021-08-23 12:19:06,27.7
2021-08-23 12:34:06,28.0
2021-08-23 12:49:06,28.2
2021-08-23 13:04:06,28.4
2021-08-23 13:19:06,28.4
2021-08-23 13:34:06,28.4
2021-08-23 13:49:06,28.1
2021-08-23 14:04:06,28.1
2021-08-23 14:19:06,27.9
2021-08-23 14:34:06,27.9
2021-08-23 14:49:06,27.7
2021-08-23 15:04:06,27.3
2021-08-23 15:19:06,26.9
2021-08-23 15:34:06,26.6
2021-08-23 15:49:06,26.6
2021-08-23 16:04:06,26.7
2021-08-23 16:19:06,27.0
2021-08-23 16:34:06,27.3
2021-08-23 16:49:06,27.4
2021-08-23 17:04:06,27.0
2021-08-23 17:19:06,26.7
2021-08-23 17:34:06,26.5
2021-08-23 17:49:06,26.5
2021-08-23 18:04:06,26.4
2021-08-23 18:19:06,26.3
2021-08-23 18:34:06,26.1
2021-08-23 18:49:06,26.2
2021-08-23 19:04:06,25.9
2021-08-23 19:19:06,25.7
2021-08-23 19:34:06,25.8
2021-08-23 19:49:06,25.8
2021-08-23 20:04:06,25.7
2021-08-23 20:19:06,25.6
2021-08-23 20:34:06,25.6
2021-08-23 20:49:06,25.6
2021-08-23 21:04:06,25.8
2021-08-23 21:19:06,25.6
2021-08-23 21:34:06,25.5
2021-08-23 21:49:06,25.5
2021-08-23 22:04:06,25.5
2021-08-23 22:19:06,25.5
2021-08-23 22:34:06,25.8
2021-08-23 22:49:06,26.8
2021-08-23 23:04:06,28.3
2021-08-23 23:19:06,28.4
2021-08-23 23:34:06,28.2
2021-08-23 23:49:06,29.6
2021-08-24 00:04:06,28.7
2021-08-24 00:19:06,28.8
2021-08-24 00:34:06,28.9
2021-08-24 00:49:06,29.0
2021-08-24 01:04:06,29.2
2021-08-24 01:19:06,29.6
2021-08-24 01:34:06,29.6
2021-08-24 01:49:06,29.9
2021-08-24 02:04:06,30.0
2021-08-24 02:19:06,29.9
2021-08-24 02:34:06,30.1
2021-08-24 02:49:06,30.8
2021-08-24 03:04:06,30.6
2021-08-24 03:19:06,30.6
2021-08-24 03:34:06,31.5
2021-08-24 03:49:06,31.1
2021-08-24 04:04:06,31.7
2021-08-24 04:19:06,32.2
2021-08-24 04:34:06,37.7
2021-08-24 04:49:06,39.5
2021-08-24 05:04:06,40.2
2021-08-24 05:19:06,40.1
2021-08-24 05:34:06,42.5
2021-08-24 05:49:06,44.1
2021-08-24 06:04:06,43.5
2021-08-24 06:19:06,42.3
2021-08-24 06:34:06,41.6
2021-08-24 06:49:06,38.6
2021-08-24 07:04:06,36.9
2021-08-24 07:19:06,39.5
2021-08-24 07:34:06,37.6
2021-08-24 07:49:06,37.3
2021-08-24 08:04:06,36.8
2021-08-24 08:19:06,40.2
2021-08-24 08:34:06,41.1
2021-08-24 08:49:06,37.9
2021-08-24 09:04:06,35.0
2021-08-24 09:19:06,32.8
2021-08-24 09:34:06,31.9
2021-08-24 09:49:06,31.7
2021-08-24 10:04:06,31.2
2021-08-24 10:19:06,30.4
2021-08-24 10:34:06,29.6
2021-08-24 10:49:06,28.6
2021-08-24 11:04:06,28.4
2021-08-24 11:19:06,28.0
2021-08-24 11:34:06,28.0
2021-08-24 11:49:06,27.7
2021-08-24 12:04:06,27.7
2021-08-24 12:19:06,27.3
2021-08-24 12:34:06,27.2
2021-08-24 12:49:06,27.1
2021-08-24 13:04:06,27.0
2021-08-24 13:19:06,26.9
2021-08-24 13:34:06,27.1
2021-08-24 13:49:06,27.1
2021-08-24 14:04:06,27.0
2021-08-24 14:19:06,26.8
2021-08-24 14:34:06,26.6
2021-08-24 14:49:06,26.8
2021-08-24 15:04:06,26.8
2021-08-24 15:19:06,26.6
2021-08-24 15:34:06,26.5
2021-08-24 15:49:06,26.7
2021-08-24 16:04:06,26.9
2021-08-24 16:19:06,26.9
2021-08-24 16:34:06,26.5
2021-08-24 16:49:06,26.3
2021-08-24 17:04:06,26.2
2021-08-24 17:19:06,26.1
2021-08-24 17:34:06,26.3
2021-08-24 17:49:06,26.1
2021-08-24 18:04:06,26.0
2021-08-24 18:19:06,25.9
2021-08-24 18:34:06,26.0
2021-08-24 18:49:06,26.2
2021-08-24 19:04:06,26.2
2021-08-24 19:19:06,25.9
2021-08-24 19:34:06,25.8
2021-08-24 19:49:06,25.8
2021-08-24 20:04:06,25.8
2021-08-24 20:19:06,25.9
2021-08-24 20:34:06,25.7
2021-08-24 20:49:06,25.7
2021-08-24 21:04:06,25.5
2021-08-24 21:19:06,25.5
2021-08-24 21:34:06,25.4
2021-08-24 21:49:06,25.3
2021-08-24 22:04:06,25.6
2021-08-24 22:19:06,25.7
2021-08-24 22:34:06,25.9
2021-08-24 22:49:06,26.4
2021-08-24 23:04:06,27.5
2021-08-24 23:19:06,27.6
2021-08-24 23:34:06,28.2
2021-08-24 23:49:06,28.6
2021-08-25 00:04:06,28.8
2021-08-25 00:19:06,29.0
2021-08-25 00:34:06,30.8
2021-08-25 00:49:06,33.7
2021-08-25 01:04:06,30.9
2021-08-25 01:19:06,30.8
2021-08-25 01:34:06,31.0
2021-08-25 01:49:06,31.2
2021-08-25 02:04:06,31.4
2021-08-25 02:19:06,31.7
2021-08-25 02:34:06,31.9
2021-08-25 02:49:06,32.2
2021-08-25 03:04:06,32.7
2021-08-25 03:19:06,32.9
2021-08-25 03:34:06,32.2
2021-08-25 03:49:06,33.6
2021-08-25 04:04:06,34.6
2021-08-25 04:19:06,38.5
2021-08-25 04:34:06,40.7
2021-08-25 04:49:06,42.1
2021-08-25 05:04:06,43.9
2021-08-25 05:19:06,44.6
2021-08-25 05:34:06,45.0
2021-08-25 05:49:06,43.6
2021-08-25 06:04:06,42.3
2021-08-25 06:19:06,46.4
2021-08-25 06:34:06,42.5
2021-08-25 06:49:06,32.2
2021-08-25 07:04:06,35.8
2021-08-25 07:19:06,35.5
2021-08-25 07:34:06,32.6
2021-08-25 07:49:06,32.1
2021-08-25 08:04:06,31.9
2021-08-25 08:19:06,32.1
2021-08-25 08:34:06,31.3
2021-08-25 08:49:06,35.1
2021-08-25 09:04:06,37.6
2021-08-25 09:19:06,32.8
2021-08-25 09:34:06,30.9
2021-08-25 09:49:06,30.1
2021-08-25 10:04:06,29.4
2021-08-25 10:19:06,28.9
2021-08-25 10:34:06,28.7
2021-08-25 10:49:06,28.2
2021-08-25 11:04:06,27.7
2021-08-25 11:19:06,27.3
2021-08-25 11:34:06,27.0
2021-08-25 11:49:06,27.0
2021-08-25 12:04:06,26.9
2021-08-25 12:19:06,26.9
2021-08-25 12:34:06,26.7
2021-08-25 12:49:06,26.5
2021-08-25 13:04:06,26.5
2021-08-25 13:19:06,26.4
2021-08-25 13:34:06,26.3
2021-08-25 13:49:06,27.1
2021-08-25 14:04:06,26.6
2021-08-25 14:19:06,26.6
2021-08-25 14:34:06,26.7
2021-08-25 14:49:06,26.8
2021-08-25 15:04:06,27.1
2021-08-25 15:19:06,26.9
2021-08-25 15:34:06,26.9
2021-08-25 15:49:06,26.6
2021-08-25 16:04:06,26.7
2021-08-25 16:19:06,26.7
2021-08-25 16:34:06,26.7
2021-08-25 16:49:06,26.7
2021-08-25 17:04:06,26.9
2021-08-25 17:19:06,26.7
2021-08-25 17:34:06,26.8
2021-08-25 17:49:06,26.8
2021-08-25 18:04:06,26.4
2021-08-25 18:19:06,26.5
2021-08-25 18:34:06,26.3
2021-08-25 18:49:06,26.1
2021-08-25 19:04:06,26.1
2021-08-25 19:19:06,26.0
2021-08-25 19:34:06,25.9
2021-08-25 19:49:06,25.8
2021-08-25 20:04:06,25.9
2021-08-25 20:19:06,25.9
2021-08-25 20:34:06,25.8
2021-08-25 20:49:06,25.7
2021-08-25 21:04:06,25.6
2021-08-25 21:19:06,25.5
2021-08-25 21:34:06,25.5
2021-08-25 21:49:06,25.6
2021-08-25 22:04:06,25.5
2021-08-25 22:19:06,25.7
2021-08-25 22:34:06,26.0
2021-08-25 22:49:06,26.6
2021-08-25 23:04:06,26.6
2021-08-25 23:19:06,27.2
2021-08-25 23:34:06,27.7
2021-08-25 23:49:06,28.0
2021-08-26 00:04:06,28.2
2021-08-26 00:19:06,28.6
2021-08-26 00:34:06,29.9
2021-08-26 00:49:06,35.3
2021-08-26 01:04:06,41.0
2021-08-26 01:19:06,41.4
2021-08-26 01:34:06,35.5
2021-08-26 01:49:06,38.9
2021-08-26 02:04:06,44.2
2021-08-26 02:19:06,48.7
2021-08-26 02:34:06,49.4
2021-08-26 02:49:06,38.4
2021-08-26 03:04:06,39.0
2021-08-26 03:19:06,39.8
2021-08-26 03:34:06,43.7
2021-08-26 03:49:06,40.0
2021-08-26 04:04:06,44.2
2021-08-26 04:19:06,46.5
2021-08-26 04:34:06,47.3
2021-08-26 04:49:06,47.4
2021-08-26 05:04:06,47.2
2021-08-26 05:19:06,46.9
2021-08-26 05:34:06,47.1
2021-08-26 05:49:06,45.8
2021-08-26 06:04:06,46.8
2021-08-26 06:19:06,45.8
2021-08-26 06:34:06,44.7
2021-08-26 06:49:06,44.3
2021-08-26 07:04:06,43.6
2021-08-26 07:19:06,43.3
2021-08-26 07:34:06,43.3
2021-08-26 07:49:06,43.5
2021-08-26 08:04:06,43.4
2021-08-26 08:19:06,42.3
2021-08-26 08:34:06,39.9
2021-08-26 08:49:06,39.2
2021-08-26 09:04:06,37.8
2021-08-26 09:19:06,34.7
2021-08-26 09:34:06,33.0
2021-08-26 09:49:06,32.1
2021-08-26 10:04:06,31.3
2021-08-26 10:19:06,30.7
2021-08-26 10:34:06,30.6
2021-08-26 10:49:06,30.1
2021-08-26 11:04:06,30.1
2021-08-26 11:19:06,30.2
2021-08-26 11:34:06,29.6
2021-08-26 11:49:06,29.5
2021-08-26 12:04:06,29.2
2021-08-26 12:19:06,29.0
2021-08-26 12:34:06,28.4
2021-08-26 12:49:06,28.2
2021-08-26 13:04:06,27.9
2021-08-26 13:19:06,27.7
2021-08-26 13:34:06,27.4
2021-08-26 13:49:06,27.4
2021-08-26 14:04:06,27.2
2021-08-26 14:19:06,26.9
2021-08-26 14:34:06,26.9
2021-08-26 14:49:06,27.0
2021-08-26 15:04:06,26.8
2021-08-26 15:19:06,26.8
2021-08-26 15:34:06,26.7
2021-08-26 15:49:06,26.9
2021-08-26 16:04:06,26.9
2021-08-26 16:19:06,27.1
2021-08-26 16:34:06,27.1
2021-08-26 16:49:06,27.0
2021-08-26 17:04:06,27.0
2021-08-26 17:19:06,27.1
2021-08-26 17:34:06,27.1
2021-08-26 17:49:06,26.9
2021-08-26 18:04:06,27.0
2021-08-26 18:19:06,27.0
2021-08-26 18:34:06,26.5
2021-08-26 18:49:06,26.3
2021-08-26 19:04:06,26.0
2021-08-26 19:19:06,25.8
2021-08-26 19:34:06,25.6
2021-08-26 19:49:06,25.4
2021-08-26 20:04:06,25.3
2021-08-26 20:19:06,25.2
2021-08-26 20:34:06,25.2
2021-08-26 20:49:06,25.0
2021-08-26 21:04:06,25.0
2021-08-26 21:19:06,24.9
2021-08-26 21:34:06,24.9
2021-08-26 21:49:06,24.8
2021-08-26 22:04:06,24.9
2021-08-26 22:19:06,25.2
2021-08-26 22:34:06,26.1
2021-08-26 22:49:06,25.7
2021-08-26 23:04:06,25.9
2021-08-26 23:19:06,26.8
2021-08-26 23:34:06,26.7
2021-08-26 23:49:06,26.9
2021-08-27 00:04:06,26.3
2021-08-27 00:19:06,26.2
2021-08-27 00:34:06,26.5
2021-08-27 00:49:06,25.0
2021-08-27 01:04:06,25.2
2021-08-27 01:19:06,26.1
2021-08-27 01:34:06,26.4
2021-08-27 01:49:06,29.7
2021-08-27 02:04:06,27.3
2021-08-27 02:19:06,27.1
2021-08-27 02:34:06,26.3
2021-08-27 02:49:06,24.8
2021-08-27 03:04:06,25.3
2021-08-27 03:19:06,25.2
2021-08-27 03:34:06,24.8
2021-08-27 03:49:06,25.0
2021-08-27 04:04:06,24.7
2021-08-27 04:19:06,24.9
2021-08-27 04:34:06,25.0
2021-08-27 04:49:06,27.1
2021-08-27 05:04:06,24.0
2021-08-27 05:19:06,23.6
2021-08-27 05:34:06,23.3
2021-08-27 05:49:06,23.5
2021-08-27 06:04:06,23.5
2021-08-27 06:19:06,23.4
2021-08-27 06:34:06,23.1
2021-08-27 06:49:06,23.1
2021-08-27 07:04:06,22.6
2021-08-27 07:19:06,22.7
2021-08-27 07:34:06,22.8
2021-08-27 07:49:06,22.9
2021-08-27 08:04:06,22.4
2021-08-27 08:19:06,22.2
2021-08-27 08:34:06,21.9
2021-08-27 08:49:06,22.1
2021-08-27 09:04:06,22.4
2021-08-27 09:19:06,22.4
2021-08-27 09:34:06,22.5
2021-08-27 09:49:06,22.6
2021-08-27 10:04:06,22.5
2021-08-27 10:19:06,22.4
2021-08-27 10:34:06,22.5
2021-08-27 10:49:06,22.2
2021-08-27 11:04:06,22.4
2021-08-27 11:19:06,22.4
2021-08-27 11:34:06,22.6
2021-08-27 11:49:06,22.8
2021-08-27 12:04:06,22.7
2021-08-27 12:19:06,22.6
2021-08-27 12:34:06,22.4
2021-08-27 12:49:06,22.3
2021-08-27 13:04:06,22.1
2021-08-27 13:19:06,22.0
2021-08-27 13:34:06,21.9
2021-08-27 13:49:06,22.1
